run,t,x,y,heading,speed,turn_rate,left_spin,right_spin,left_encoder,right_encoder,gyro,left_noise,right_noise,gyro_noise,gyro_bias
0,8.18,5.3376,-6.5837,-0.6508,0.9852,0.3962,8.9602,10.7430,8.8971,11.0447,0.3873,0.11584,0.12297,0.01012,0.000629
0,8.20,5.3533,-6.5955,-0.6428,0.9793,0.3915,8.9121,10.6740,8.8971,10.7379,0.3619,0.11565,0.12270,0.01012,0.000629
0,8.22,5.3690,-6.6072,-0.6350,0.9734,0.3869,8.8639,10.6048,8.8971,10.7379,0.3954,0.11546,0.12242,0.01012,0.000629
0,8.24,5.3847,-6.6187,-0.6273,0.9676,0.3822,8.8157,10.5355,8.8971,10.4311,0.3696,0.11526,0.12214,0.01011,0.000629
0,8.26,5.4005,-6.6300,-0.6196,0.9617,0.3774,8.7676,10.4660,8.8971,10.1243,0.3678,0.11507,0.12186,0.01011,0.000629
0,8.28,5.4162,-6.6411,-0.6121,0.9558,0.3727,8.7194,10.3965,8.8971,10.4311,0.3696,0.11488,0.12159,0.01011,0.000629
0,8.30,5.4318,-6.6520,-0.6046,0.9499,0.3679,8.6713,10.3270,8.5903,10.7379,0.3790,0.11469,0.12131,0.01011,0.000629
0,8.32,5.4475,-6.6628,-0.5973,0.9440,0.3631,8.6233,10.2574,8.5903,10.4311,0.3629,0.11449,0.12103,0.01011,0.000629
0,8.34,5.4632,-6.6733,-0.5900,0.9382,0.3583,8.5754,10.1879,8.5903,10.1243,0.3495,0.11430,0.12075,0.01011,0.000629
0,8.36,5.4788,-6.6837,-0.5828,0.9323,0.3536,8.5275,10.1185,8.5903,10.1243,0.3463,0.11411,0.12047,0.01011,0.000629
0,8.38,5.4944,-6.6939,-0.5758,0.9264,0.3488,8.4798,10.0492,8.5903,9.8175,0.3350,0.11392,0.12020,0.01010,0.000629
0,8.40,5.5100,-6.7040,-0.5688,0.9206,0.3440,8.4322,9.9800,8.5903,9.8175,0.3370,0.11373,0.11992,0.01010,0.000629
0,8.42,5.5255,-6.7138,-0.5619,0.9148,0.3392,8.3848,9.9110,8.2835,9.8175,0.3285,0.11354,0.11964,0.01010,0.000629
0,8.44,5.5410,-6.7235,-0.5551,0.9090,0.3344,8.3376,9.8423,8.2835,9.8175,0.3255,0.11335,0.11937,0.01010,0.000629
0,8.46,5.5565,-6.7331,-0.5484,0.9032,0.3296,8.2906,9.7738,8.2835,9.8175,0.3173,0.11316,0.11910,0.01010,0.000629
0,8.48,5.5720,-6.7424,-0.5418,0.8975,0.3249,8.2437,9.7056,8.2835,9.8175,0.3317,0.11297,0.11882,0.01010,0.000629
0,8.50,5.5874,-6.7516,-0.5353,0.8917,0.3201,8.1972,9.6378,8.2835,9.5107,0.3127,0.11279,0.11855,0.01010,0.000629
0,8.52,5.6027,-6.7607,-0.5289,0.8861,0.3154,8.1508,9.5703,8.2835,9.5107,0.3155,0.11260,0.11828,0.01009,0.000629
0,8.54,5.6181,-6.7696,-0.5226,0.8804,0.3108,8.1048,9.5032,7.9767,9.2039,0.3130,0.11242,0.11801,0.01009,0.000629
0,8.56,5.6334,-6.7783,-0.5164,0.8748,0.3061,8.0590,9.4366,7.9767,9.5107,0.3135,0.11224,0.11775,0.01009,0.000629
0,8.58,5.6486,-6.7869,-0.5103,0.8692,0.3015,8.0136,9.3704,7.9767,9.5107,0.3249,0.11205,0.11748,0.01009,0.000629
0,8.60,5.6638,-6.7953,-0.5043,0.8637,0.2970,7.9685,9.3047,7.9767,9.2039,0.2893,0.11187,0.11722,0.01009,0.000629
0,8.62,5.6789,-6.8036,-0.4983,0.8582,0.2924,7.9237,9.2396,8.2835,9.2039,0.2926,0.11169,0.11696,0.01009,0.000629
0,8.64,5.6940,-6.8118,-0.4925,0.8527,0.2880,7.8793,9.1751,7.9767,9.5107,0.2880,0.11152,0.11670,0.01009,0.000629
0,8.66,5.7091,-6.8198,-0.4867,0.8473,0.2836,7.8352,9.1112,7.9767,8.8971,0.2750,0.11134,0.11644,0.01009,0.000629
0,8.68,5.7241,-6.8277,-0.4810,0.8420,0.2792,7.7916,9.0480,7.6699,8.8971,0.2766,0.11117,0.11619,0.01008,0.000629
0,8.70,5.7390,-6.8355,-0.4755,0.8367,0.2749,7.7484,8.9854,7.6699,9.2039,0.2802,0.11099,0.11594,0.01008,0.000629
0,8.72,5.7539,-6.8431,-0.4700,0.8315,0.2707,7.7056,8.9236,7.6699,8.8971,0.2695,0.11082,0.11569,0.01008,0.000629
0,8.74,5.7688,-6.8506,-0.4645,0.8263,0.2665,7.6633,8.8625,7.6699,8.8971,0.2658,0.11065,0.11545,0.01008,0.000629
0,8.76,5.7836,-6.8579,-0.4592,0.8212,0.2624,7.6215,8.8022,7.3631,8.8971,0.2642,0.11049,0.11521,0.01008,0.000629
0,8.78,5.7983,-6.8652,-0.4540,0.8161,0.2584,7.5801,8.7427,7.6699,8.8971,0.2657,0.11032,0.11497,0.01008,0.000629
0,8.80,5.8130,-6.8723,-0.4488,0.8112,0.2544,7.5393,8.6841,7.6699,8.8971,0.2582,0.11016,0.11474,0.01008,0.000629
0,8.82,5.8276,-6.8793,-0.4437,0.8063,0.2505,7.4989,8.6263,7.6699,8.2835,0.2544,0.11000,0.11451,0.01008,0.000629
0,8.84,5.8422,-6.8862,-0.4387,0.8014,0.2467,7.4591,8.5695,7.3631,8.2835,0.2430,0.10984,0.11428,0.01007,0.000629
0,8.86,5.8568,-6.8930,-0.4338,0.7967,0.2430,7.4199,8.5135,7.6699,8.2835,0.2567,0.10968,0.11405,0.01007,0.000629
0,8.88,5.8712,-6.8996,-0.4289,0.7920,0.2394,7.3812,8.4586,7.3631,8.2835,0.2386,0.10952,0.11383,0.01007,0.000629
0,8.90,5.8856,-6.9062,-0.4241,0.7874,0.2359,7.3431,8.4047,7.3631,8.2835,0.2571,0.10937,0.11362,0.01007,0.000629
0,8.92,5.9000,-6.9126,-0.4194,0.7829,0.2325,7.3056,8.3518,7.3631,8.2835,0.2454,0.10922,0.11341,0.01007,0.000629
0,8.94,5.9143,-6.9190,-0.4148,0.7784,0.2291,7.2688,8.2999,7.3631,8.5903,0.2403,0.10908,0.11320,0.01007,0.000629
0,8.96,5.9286,-6.9252,-0.4102,0.7741,0.2259,7.2325,8.2492,7.3631,7.9767,0.2218,0.10893,0.11300,0.01007,0.000629
0,8.98,5.9428,-6.9313,-0.4057,0.7698,0.2228,7.1970,8.1995,7.3631,8.2835,0.2028,0.10879,0.11280,0.01007,0.000629
0,9.00,5.9570,-6.9374,-0.4012,0.7657,0.2198,7.1620,8.1511,7.3631,8.2835,0.2351,0.10865,0.11260,0.01007,0.000629
0,9.02,5.9711,-6.9433,-0.3968,0.7616,0.2169,7.1278,8.1037,7.0563,8.2835,0.1961,0.10851,0.11241,0.01007,0.000629
0,9.04,5.9851,-6.9492,-0.3925,0.7576,0.2141,7.0943,8.0576,7.3631,7.9767,0.2188,0.10838,0.11223,0.01006,0.000629
0,9.06,5.9991,-6.9550,-0.3882,0.7537,0.2114,7.0614,8.0127,7.0563,8.2835,0.2155,0.10825,0.11205,0.01006,0.000629
0,9.08,6.0131,-6.9606,-0.3840,0.7499,0.2088,7.0293,7.9690,6.7495,7.9767,0.2067,0.10812,0.11188,0.01006,0.000629
0,9.10,6.0270,-6.9662,-0.3798,0.7462,0.2064,6.9979,7.9266,7.0563,7.9767,0.2137,0.10799,0.11171,0.01006,0.000629
0,9.12,6.0409,-6.9717,-0.3757,0.7426,0.2040,6.9673,7.8854,7.0563,7.9767,0.2008,0.10787,0.11154,0.01006,0.000629
0,9.14,6.0547,-6.9771,-0.3716,0.7392,0.2018,6.9374,7.8456,7.0563,7.6699,0.2053,0.10775,0.11138,0.01006,0.000629
0,9.16,6.0685,-6.9825,-0.3675,0.7358,0.1997,6.9083,7.8071,7.0563,7.6699,0.2032,0.10763,0.11123,0.01006,0.000629
0,9.18,6.0823,-6.9877,-0.3635,0.7325,0.1978,6.8800,7.7700,7.0563,7.6699,0.1970,0.10752,0.11108,0.01006,0.000629
0,9.20,6.0960,-6.9929,-0.3596,0.7293,0.1960,6.8524,7.7342,6.7495,7.6699,0.2117,0.10741,0.11094,0.01006,0.000629
0,9.22,6.1096,-6.9980,-0.3557,0.7263,0.1943,6.8257,7.6999,6.7495,7.6699,0.1888,0.10730,0.11080,0.01006,0.000629
0,9.24,6.1233,-7.0031,-0.3518,0.7233,0.1927,6.7998,7.6669,7.0563,7.6699,0.2018,0.10720,0.11067,0.01006,0.000629
0,9.26,6.1368,-7.0080,-0.3479,0.7205,0.1913,6.7748,7.6354,6.7495,7.9767,0.2051,0.10710,0.11054,0.01006,0.000629
0,9.28,6.1504,-7.0129,-0.3441,0.7178,0.1899,6.7506,7.6053,6.7495,7.3631,0.2050,0.10700,0.11042,0.01006,0.000629
0,9.30,6.1639,-7.0177,-0.3403,0.7152,0.1888,6.7272,7.5767,6.7495,7.3631,0.1969,0.10691,0.11031,0.01006,0.000629
0,9.32,6.1774,-7.0225,-0.3365,0.7127,0.1878,6.7047,7.5496,6.7495,7.3631,0.1722,0.10682,0.11020,0.01006,0.000629
0,9.34,6.1909,-7.0272,-0.3328,0.7103,0.1869,6.6831,7.5239,6.7495,7.6699,0.1925,0.10673,0.11010,0.01006,0.000629
0,9.36,6.2043,-7.0318,-0.3290,0.7081,0.1861,6.6623,7.4998,6.7495,7.6699,0.1926,0.10665,0.11000,0.01006,0.000629
0,9.38,6.2177,-7.0363,-0.3253,0.7060,0.1855,6.6425,7.4772,6.7495,7.3631,0.1858,0.10657,0.10991,0.01006,0.000629
0,9.40,6.2311,-7.0408,-0.3216,0.7040,0.1850,6.6235,7.4561,6.4427,7.3631,0.1847,0.10649,0.10982,0.01006,0.000629
0,9.42,6.2445,-7.0452,-0.3179,0.7021,0.1847,6.6055,7.4365,6.7495,7.6699,0.1744,0.10642,0.10975,0.01006,0.000629
0,9.44,6.2578,-7.0496,-0.3142,0.7003,0.1845,6.5883,7.4185,6.7495,7.3631,0.1904,0.10635,0.10967,0.01006,0.000629
0,9.46,6.2712,-7.0539,-0.3105,0.6987,0.1844,6.5721,7.4021,6.7495,7.3631,0.1753,0.10629,0.10961,0.01006,0.000629
0,9.48,6.2845,-7.0582,-0.3068,0.6972,0.1845,6.5569,7.3873,6.7495,7.3631,0.1800,0.10623,0.10955,0.01006,0.000629
0,9.50,6.2978,-7.0623,-0.3031,0.6958,0.1848,6.5425,7.3740,6.7495,7.3631,0.1790,0.10617,0.10950,0.01006,0.000629
0,9.52,6.3111,-7.0665,-0.2994,0.6946,0.1852,6.5292,7.3624,6.4427,7.3631,0.1720,0.10612,0.10945,0.01006,0.000629
0,9.54,6.3243,-7.0705,-0.2957,0.6935,0.1857,6.5167,7.3523,6.4427,7.6699,0.2064,0.10607,0.10941,0.01006,0.000629
0,9.56,6.3376,-7.0746,-0.2920,0.6925,0.1863,6.5053,7.3438,6.4427,7.3631,0.1883,0.10602,0.10938,0.01006,0.000629
0,9.58,6.3509,-7.0785,-0.2883,0.6916,0.1872,6.4947,7.3369,6.4427,7.3631,0.1964,0.10598,0.10935,0.01006,0.000629
0,9.60,6.3642,-7.0824,-0.2846,0.6908,0.1881,6.4852,7.3317,6.4427,7.3631,0.1774,0.10594,0.10933,0.01006,0.000629
0,9.62,6.3774,-7.0863,-0.2808,0.6902,0.1892,6.4766,7.3281,6.4427,7.3631,0.1949,0.10591,0.10931,0.01006,0.000629
0,9.64,6.3907,-7.0901,-0.2770,0.6898,0.1904,6.4690,7.3260,6.4427,7.3631,0.1669,0.10588,0.10930,0.01006,0.000629
0,9.66,6.4040,-7.0938,-0.2732,0.6894,0.1918,6.4624,7.3256,6.4427,7.3631,0.2037,0.10585,0.10930,0.01006,0.000629
0,9.68,6.4172,-7.0975,-0.2694,0.6892,0.1933,6.4568,7.3269,6.4427,7.3631,0.1885,0.10583,0.10931,0.01006,0.000629
0,9.70,6.4305,-7.1012,-0.2655,0.6891,0.1950,6.4522,7.3297,6.4427,7.0563,0.2067,0.10581,0.10932,0.01006,0.000629
0,9.72,6.4438,-7.1048,-0.2616,0.6891,0.1968,6.4485,7.3342,6.4427,7.0563,0.2081,0.10579,0.10934,0.01006,0.000629
0,9.74,6.4572,-7.1083,-0.2577,0.6893,0.1988,6.4459,7.3402,6.7495,7.3631,0.2116,0.10578,0.10936,0.01006,0.000629
0,9.76,6.4705,-7.1118,-0.2537,0.6896,0.2008,6.4442,7.3479,6.4427,7.0563,0.1979,0.10578,0.10939,0.01006,0.000629
0,9.78,6.4839,-7.1152,-0.2497,0.6900,0.2030,6.4435,7.3572,6.4427,7.3631,0.2047,0.10577,0.10943,0.01006,0.000629
0,9.80,6.4972,-7.1186,-0.2456,0.6906,0.2054,6.4439,7.3682,6.4427,7.3631,0.2039,0.10578,0.10947,0.01006,0.000629
0,9.82,6.5107,-7.1219,-0.2415,0.6913,0.2079,6.4452,7.3807,6.4427,7.3631,0.2050,0.10578,0.10952,0.01006,0.000629
0,9.84,6.5241,-7.1252,-0.2373,0.6921,0.2105,6.4475,7.3948,6.4427,7.3631,0.2057,0.10579,0.10958,0.01006,0.000629
0,9.86,6.5375,-7.1284,-0.2331,0.6931,0.2132,6.4508,7.4105,6.4427,7.3631,0.2132,0.10580,0.10964,0.01006,0.000629
0,9.88,6.5510,-7.1316,-0.2289,0.6941,0.2161,6.4552,7.4277,6.4427,7.3631,0.2250,0.10582,0.10971,0.01006,0.000629
0,9.90,6.5646,-7.1347,-0.2245,0.6954,0.2191,6.4605,7.4466,6.4427,7.3631,0.2152,0.10584,0.10979,0.01007,0.000629
0,9.92,6.5781,-7.1378,-0.2202,0.6967,0.2223,6.4668,7.4670,6.4427,7.6699,0.2297,0.10587,0.10987,0.01007,0.000629
0,9.94,6.5917,-7.1408,-0.2157,0.6982,0.2255,6.4741,7.4890,6.4427,7.3631,0.2385,0.10590,0.10996,0.01007,0.000629
0,9.96,6.6054,-7.1438,-0.2112,0.6997,0.2289,6.4824,7.5125,6.4427,7.6699,0.2294,0.10593,0.11005,0.01007,0.000629
0,9.98,6.6191,-7.1467,-0.2066,0.7015,0.2324,6.4917,7.5375,6.4427,7.3631,0.2452,0.10597,0.11015,0.01007,0.000629
0,10.00,6.6328,-7.1495,-0.2020,0.7033,0.2360,6.5019,7.5640,6.4427,7.3631,0.2337,0.10601,0.11026,0.01007,0.000629
0,10.02,6.6466,-7.1523,-0.1973,0.7053,0.2398,6.5132,7.5921,6.4427,7.3631,0.2448,0.10605,0.11037,0.01007,0.000629
0,10.04,6.6604,-7.1550,-0.1925,0.7074,0.2436,6.5254,7.6216,6.7495,7.6699,0.2495,0.10610,0.11049,0.01007,0.000629
0,10.06,6.6743,-7.1577,-0.1876,0.7096,0.2476,6.5386,7.6526,6.4427,7.6699,0.2494,0.10615,0.11061,0.01007,0.000629
0,10.08,6.6883,-7.1603,-0.1826,0.7119,0.2516,6.5528,7.6851,6.7495,7.6699,0.2422,0.10621,0.11074,0.01008,0.000629
0,10.10,6.7023,-7.1629,-0.1776,0.7143,0.2558,6.5679,7.7190,6.7495,7.6699,0.2517,0.10627,0.11088,0.01008,0.000629
0,10.12,6.7163,-7.1654,-0.1725,0.7169,0.2601,6.5840,7.7543,6.4427,7.6699,0.2601,0.10634,0.11102,0.01008,0.000629
0,10.14,6.7305,-7.1678,-0.1673,0.7196,0.2645,6.6010,7.7911,6.4427,7.6699,0.2479,0.10640,0.11116,0.01008,0.000629
0,10.16,6.7447,-7.1701,-0.1620,0.7224,0.2689,6.6190,7.8292,6.7495,7.9767,0.2916,0.10648,0.11132,0.01008,0.000629
0,10.18,6.7589,-7.1724,-0.1566,0.7253,0.2735,6.6379,7.8687,6.7495,7.9767,0.2862,0.10655,0.11147,0.01008,0.000629
0,10.20,6.7733,-7.1747,-0.1512,0.7284,0.2782,6.6578,7.9095,6.7495,7.9767,0.2745,0.10663,0.11164,0.01008,0.000629
0,10.22,6.7877,-7.1768,-0.1456,0.7315,0.2829,6.6786,7.9517,6.7495,7.6699,0.2831,0.10671,0.11181,0.01008,0.000629
0,10.24,6.8022,-7.1789,-0.1399,0.7348,0.2878,6.7002,7.9951,6.7495,7.9767,0.2826,0.10680,0.11198,0.01009,0.000629
0,10.26,6.8167,-7.1809,-0.1342,0.7381,0.2927,6.7228,8.0399,6.7495,7.9767,0.2990,0.10689,0.11216,0.01009,0.000629
0,10.28,6.8314,-7.1828,-0.1283,0.7416,0.2977,6.7463,8.0859,6.7495,8.2835,0.3078,0.10699,0.11234,0.01009,0.000629
0,10.30,6.8461,-7.1847,-0.1224,0.7452,0.3028,6.7707,8.1331,6.7495,7.9767,0.3122,0.10708,0.11253,0.01009,0.000629
0,10.32,6.8609,-7.1865,-0.1163,0.7489,0.3079,6.7960,8.1815,6.7495,8.2835,0.3153,0.10718,0.11273,0.01009,0.000629
0,10.34,6.8758,-7.1882,-0.1102,0.7527,0.3131,6.8221,8.2312,7.0563,8.2835,0.3014,0.10729,0.11292,0.01009,0.000629
0,10.36,6.8907,-7.1898,-0.1039,0.7566,0.3184,6.8491,8.2820,6.7495,8.5903,0.3084,0.10740,0.11313,0.01010,0.000629
0,10.38,6.9058,-7.1913,-0.0975,0.7605,0.3238,6.8770,8.3339,6.7495,8.2835,0.3348,0.10751,0.11334,0.01010,0.000629
0,10.40,6.9209,-7.1927,-0.0911,0.7646,0.3292,6.9056,8.3869,6.7495,8.2835,0.3421,0.10762,0.11355,0.01010,0.000629
0,10.42,6.9362,-7.1941,-0.0845,0.7688,0.3346,6.9352,8.4410,7.0563,8.5903,0.3326,0.10774,0.11376,0.01010,0.000629
0,10.44,6.9515,-7.1953,-0.0778,0.7731,0.3401,6.9655,8.4961,7.0563,8.2835,0.3507,0.10786,0.11398,0.01010,0.000629
0,10.46,6.9669,-7.1965,-0.0710,0.7774,0.3457,6.9966,8.5523,7.0563,8.5903,0.3490,0.10799,0.11421,0.01010,0.000629
0,10.48,6.9824,-7.1975,-0.0641,0.7819,0.3513,7.0285,8.6094,7.0563,8.5903,0.3403,0.10811,0.11444,0.01011,0.000629
0,10.50,6.9980,-7.1985,-0.0570,0.7864,0.3570,7.0612,8.6675,7.0563,8.5903,0.3581,0.10824,0.11467,0.01011,0.000629
0,10.52,7.0137,-7.1993,-0.0499,0.7911,0.3626,7.0947,8.7266,7.0563,8.8971,0.3574,0.10838,0.11491,0.01011,0.000629
0,10.54,7.0295,-7.2000,-0.0426,0.7958,0.3684,7.1289,8.7865,7.3631,8.8971,0.3929,0.10852,0.11515,0.01011,0.000629
0,10.56,7.0454,-7.2006,-0.0353,0.8006,0.3741,7.1639,8.8473,7.0563,8.8971,0.3701,0.10866,0.11539,0.01011,0.000629
0,10.58,7.0614,-7.2011,-0.0278,0.8054,0.3799,7.1996,8.9090,7.3631,8.8971,0.3973,0.10880,0.11564,0.01011,0.000629
0,10.60,7.0775,-7.2015,-0.0202,0.8104,0.3857,7.2360,8.9714,7.3631,9.2039,0.3907,0.10894,0.11589,0.01012,0.000629
0,10.62,7.0937,-7.2018,-0.0125,0.8154,0.3915,7.2730,9.0347,7.0563,9.2039,0.3776,0.10909,0.11614,0.01012,0.000629
0,10.64,7.1101,-7.2019,-0.0047,0.8205,0.3973,7.3108,9.0986,7.3631,9.2039,0.3948,0.10924,0.11639,0.01012,0.000629
0,10.66,7.1265,-7.2020,0.0033,0.8256,0.4031,7.3493,9.1633,7.3631,9.2039,0.3881,0.10940,0.11665,0.01012,0.000629
0,10.68,7.1430,-7.2018,0.0114,0.8308,0.4090,7.3883,9.2286,7.3631,9.2039,0.4064,0.10955,0.11691,0.01012,0.000629
0,10.70,7.1596,-7.2016,0.0195,0.8361,0.4148,7.4281,9.2946,7.6699,9.2039,0.4189,0.10971,0.11718,0.01012,0.000629
0,10.72,7.1763,-7.2012,0.0278,0.8415,0.4206,7.4684,9.3612,7.3631,9.5107,0.4210,0.10987,0.11744,0.01013,0.000629
0,10.74,7.1931,-7.2006,0.0362,0.8469,0.4264,7.5093,9.4283,7.6699,9.2039,0.4213,0.11004,0.11771,0.01013,0.000629
0,10.76,7.2101,-7.2000,0.0448,0.8523,0.4323,7.5509,9.4960,7.9767,9.5107,0.4371,0.11020,0.11798,0.01013,0.000629
0,10.78,7.2271,-7.1991,0.0534,0.8579,0.4380,7.5930,9.5642,7.6699,9.5107,0.4606,0.11037,0.11826,0.01013,0.000629
0,10.80,7.2442,-7.1981,0.0622,0.8634,0.4438,7.6356,9.6328,7.6699,9.8175,0.4556,0.11054,0.11853,0.01013,0.000629
0,10.82,7.2614,-7.1970,0.0711,0.8690,0.4496,7.6788,9.7019,7.6699,9.5107,0.4322,0.11072,0.11881,0.01013,0.000629
0,10.84,7.2788,-7.1957,0.0800,0.8747,0.4553,7.7225,9.7713,7.6699,9.8175,0.4593,0.11089,0.11909,0.01014,0.000629
0,10.86,7.2962,-7.1942,0.0892,0.8804,0.4610,7.7667,9.8412,7.6699,9.8175,0.4715,0.11107,0.11936,0.01014,0.000629
0,10.88,7.3137,-7.1925,0.0984,0.8861,0.4666,7.8114,9.9113,7.9767,9.8175,0.4610,0.11125,0.11965,0.01014,0.000629
0,10.90,7.3314,-7.1907,0.1077,0.8919,0.4723,7.8565,9.9817,7.9767,10.1243,0.4653,0.11143,0.11993,0.01014,0.000629
0,10.92,7.3491,-7.1887,0.1171,0.8977,0.4778,7.9021,10.0523,7.9767,10.1243,0.4972,0.11161,0.12021,0.01014,0.000629
0,10.94,7.3669,-7.1865,0.1267,0.9036,0.4834,7.9481,10.1232,7.9767,9.8175,0.4899,0.11179,0.12049,0.01015,0.000629
0,10.96,7.3848,-7.1842,0.1364,0.9094,0.4888,7.9945,10.1942,7.9767,10.4311,0.4856,0.11198,0.12078,0.01015,0.000629
0,10.98,7.4028,-7.1816,0.1462,0.9153,0.4942,8.0413,10.2654,8.2835,10.4311,0.5040,0.11217,0.12106,0.01015,0.000629
0,11.00,7.4209,-7.1788,0.1560,0.9213,0.4996,8.0885,10.3366,7.9767,10.1243,0.5016,0.11235,0.12135,0.01015,0.000629
0,11.02,7.4391,-7.1759,0.1660,0.9272,0.5049,8.1360,10.4080,8.2835,10.4311,0.4999,0.11254,0.12163,0.01015,0.000629
0,11.04,7.4574,-7.1727,0.1761,0.9332,0.5101,8.1839,10.4793,7.9767,10.4311,0.5163,0.11274,0.12192,0.01015,0.000629
0,11.06,7.4757,-7.1694,0.1863,0.9391,0.5152,8.2321,10.5506,8.2835,10.4311,0.5105,0.11293,0.12220,0.01015,0.000629
0,11.08,7.4942,-7.1658,0.1966,0.9451,0.5203,8.2805,10.6219,8.2835,10.4311,0.5230,0.11312,0.12249,0.01016,0.000629
0,11.10,7.5127,-7.1620,0.2070,0.9511,0.5253,8.3293,10.6930,8.2835,10.7379,0.5115,0.11332,0.12277,0.01016,0.000629
0,11.12,7.5313,-7.1580,0.2175,0.9571,0.5302,8.3782,10.7641,8.2835,11.0447,0.5525,0.11351,0.12306,0.01016,0.000629
0,11.14,7.5500,-7.1538,0.2281,0.9631,0.5350,8.4274,10.8350,8.5903,10.7379,0.5155,0.11371,0.12334,0.01016,0.000629
0,11.16,7.5687,-7.1493,0.2388,0.9691,0.5397,8.4769,10.9056,8.2835,11.0447,0.5426,0.11391,0.12362,0.01016,0.000629
0,11.18,7.5875,-7.1446,0.2496,0.9751,0.5444,8.5265,10.9761,8.5903,11.0447,0.5293,0.11411,0.12390,0.01016,0.000629
0,11.20,7.6064,-7.1397,0.2605,0.9811,0.5489,8.5763,11.0462,8.2835,11.0447,0.5411,0.11431,0.12418,0.01016,0.000629
0,11.22,7.6253,-7.1345,0.2715,0.9871,0.5533,8.6262,11.1161,8.8971,11.0447,0.5711,0.11450,0.12446,0.01017,0.000629
0,11.24,7.6443,-7.1291,0.2826,0.9931,0.5576,8.6763,11.1855,8.5903,11.3515,0.5605,0.11471,0.12474,0.01017,0.000629
0,11.26,7.6633,-7.1235,0.2937,0.9991,0.5618,8.7264,11.2546,8.5903,11.0447,0.5576,0.11491,0.12502,0.01017,0.000629
0,11.28,7.6824,-7.1176,0.3050,1.0050,0.5659,8.7767,11.3233,8.8971,11.0447,0.5478,0.11511,0.12529,0.01017,0.000629
0,11.30,7.7016,-7.1115,0.3163,1.0109,0.5699,8.8270,11.3915,8.8971,11.3515,0.5574,0.11531,0.12557,0.01017,0.000629
0,11.32,7.7208,-7.1051,0.3277,1.0168,0.5738,8.8774,11.4593,8.8971,11.3515,0.5702,0.11551,0.12584,0.01017,0.000629
0,11.34,7.7400,-7.0984,0.3392,1.0227,0.5775,8.9278,11.5265,8.8971,11.6583,0.5821,0.11571,0.12611,0.01017,0.000629
0,11.36,7.7592,-7.0915,0.3507,1.0286,0.5811,8.9782,11.5931,8.8971,11.6583,0.5929,0.11591,0.12637,0.01017,0.000629
0,11.38,7.7785,-7.0843,0.3623,1.0344,0.5846,9.0285,11.6591,8.5903,11.6583,0.5692,0.11611,0.12664,0.01018,0.000629
0,11.40,7.7978,-7.0769,0.3740,1.0402,0.5879,9.0789,11.7245,8.8971,11.9651,0.5865,0.11632,0.12690,0.01018,0.000629
0,11.42,7.8171,-7.0692,0.3858,1.0459,0.5911,9.1292,11.7892,9.2039,11.9651,0.5764,0.11652,0.12716,0.01018,0.000629
0,11.44,7.8365,-7.0612,0.3976,1.0516,0.5942,9.1794,11.8532,9.2039,11.9651,0.5951,0.11672,0.12741,0.01018,0.000629
0,11.46,7.8558,-7.0529,0.4095,1.0573,0.5971,9.2295,11.9165,9.2039,11.9651,0.6060,0.11692,0.12767,0.01018,0.000629
0,11.48,7.8751,-7.0444,0.4214,1.0629,0.5999,9.2795,11.9790,9.2039,11.9651,0.6037,0.11712,0.12792,0.01018,0.000629
0,11.50,7.8945,-7.0356,0.4334,1.0685,0.6025,9.3293,12.0407,9.2039,11.9651,0.6000,0.11732,0.12816,0.01018,0.000629
0,11.52,7.9138,-7.0265,0.4455,1.0740,0.6050,9.3790,12.1016,9.5107,11.6583,0.6133,0.11752,0.12841,0.01018,0.000629
0,11.54,7.9332,-7.0171,0.4576,1.0795,0.6073,9.4285,12.1616,9.5107,11.9651,0.6004,0.11771,0.12865,0.01018,0.000629
0,11.56,7.9525,-7.0074,0.4697,1.0849,0.6095,9.4778,12.2207,9.5107,12.2718,0.6063,0.11791,0.12888,0.01018,0.000629
0,11.58,7.9718,-6.9975,0.4819,1.0903,0.6115,9.5269,12.2788,9.8175,12.2718,0.6042,0.11811,0.12912,0.01018,0.000629
0,11.60,7.9910,-6.9873,0.4941,1.0956,0.6134,9.5758,12.3360,9.5107,12.2718,0.6214,0.11830,0.12934,0.01018,0.000629
0,11.62,8.0102,-6.9768,0.5064,1.1008,0.6151,9.6243,12.3922,9.8175,12.2718,0.6172,0.11850,0.12957,0.01018,0.000629
0,11.64,8.0294,-6.9660,0.5187,1.1060,0.6166,9.6726,12.4474,9.8175,12.5786,0.6072,0.11869,0.12979,0.01018,0.000629
0,11.66,8.0486,-6.9549,0.5310,1.1111,0.6180,9.7206,12.5016,9.8175,12.2718,0.6232,0.11888,0.13001,0.01019,0.000629
0,11.68,8.0677,-6.9435,0.5434,1.1161,0.6192,9.7683,12.5546,9.8175,12.5786,0.5981,0.11907,0.13022,0.01019,0.000629
0,11.70,8.0867,-6.9319,0.5558,1.1211,0.6202,9.8156,12.6066,10.1243,12.5786,0.6211,0.11926,0.13043,0.01019,0.000629
0,11.72,8.1057,-6.9199,0.5682,1.1260,0.6211,9.8626,12.6574,9.8175,12.5786,0.6269,0.11945,0.13063,0.01019,0.000629
0,11.74,8.1246,-6.9077,0.5806,1.1308,0.6217,9.9092,12.7070,10.1243,12.5786,0.6498,0.11964,0.13083,0.01019,0.000629
